rowID,studyID,authors,year,locality,country,continent,longitude,latitude,group,nspecies,trait,trait_synonym,variable_type,number_of_categories,trait_level1,trait_level2,trait_weight,trait_type,functional_significance,trait_source,spatial_extent,temporal_scale,temporal_scale_category,ITV,detection,trait_completeness,trait_imputation,trait_space_estimation,functional_metric,main_metric_group,metric_subgroup,topic_covered,comments
78,Almeida2017,"Almeida, BD; Gimenes, MR; dos Anjos, L",2017,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,14,tarsus length,tarsus length,continuous,1,morphology,tarsus,NA,NA,NA,museum measurements,local,2 seasons,2-10 seasons,No,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
79,Almeida2017,"Almeida, BD; Gimenes, MR; dos Anjos, L",2017,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,14,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,museum measurements,local,2 seasons,2-10 seasons,No,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
80,Almeida2017,"Almeida, BD; Gimenes, MR; dos Anjos, L",2017,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,14,bill type,bill shape,multichoice,4,morphology,bill,NA,NA,NA,literature,local,2 seasons,2-10 seasons,No,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
81,Almeida2017,"Almeida, BD; Gimenes, MR; dos Anjos, L",2017,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,14,diet,diet,multichoice,9,trophic,diet,NA,NA,NA,literature,local,2 seasons,2-10 seasons,No,NA,NA,NA,none,functional divergence,functional diversity,alpha diversity,environmental drivers,
82,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,body mass,body mass,continuous,1,morphology,body,NA,NA,metabolic rate,database,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
83,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,diet,diet,fuzzy,9,trophic,diet,NA,NA,"population control, propagule dispersal, scavenging, nutrient cycling, ecosystem engineering",database,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
84,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,diet plasticity,diet breadth,discrete,1,trophic,diet,NA,NA,level of specialization,database,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
85,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,foraging stratum,foraging stratum,nominal,5,trophic,foraging,NA,NA,"population control, propagule dispersal, scavenging, nutrient cycling, ecosystem engineering",database,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
86,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,stratum plasticity,foraging stratum plasticity,discrete,2,trophic,foraging,NA,NA,level of specialization,database,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
87,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,presence of long legs,tarsus length,nominal,2,morphology,tarsus,NA,NA,food acquisition,literature,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
88,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,presence of hooked billed,bill shape,nominal,2,morphology,bill,NA,NA,food acquisition,literature,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
89,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,presence of long bill,bill length,nominal,2,morphology,bill,NA,NA,food acquisition,literature,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
90,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,ability to swim,swimming ability,nominal,2,behavior_general,behavior_general,NA,NA,substrate dependence,literature,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
91,Almeida2018a,"Almeida, BD; Green, AJ; Sebastian-Gonzalez, E; dos Anjos, L",2018,Upper Parana floodplain,Brazil,South America,-53.2,-22.67,waterbirds,39,foraging substrate,foraging substrate,nominal,2,trophic,foraging,NA,NA,substrate dependence,literature,local,2 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,environmental drivers,
92,Almeida2018b,"Almeida, SM; Juen, L; Sobral, FL; Santos, MPD",2018,NA,Brazil,South America,NA,NA,Passeriformes,474,diet,diet,nominal,10,trophic,diet,NA,NA,NA,database,regional,NA,unknown,No,NA,NA,NA,functional dendrogram,Rao's quadratic entropy,functional diversity,alpha diversity,biogeography,
93,Almeida2018b,"Almeida, SM; Juen, L; Sobral, FL; Santos, MPD",2018,NA,Brazil,South America,NA,NA,Passeriformes,474,foraging stratum,foraging stratum,nominal,7,trophic,foraging,NA,NA,NA,database,regional,NA,unknown,No,NA,NA,NA,functional dendrogram,Rao's quadratic entropy,functional diversity,alpha diversity,biogeography,
94,Almeida2018b,"Almeida, SM; Juen, L; Sobral, FL; Santos, MPD",2018,NA,Brazil,South America,NA,NA,Passeriformes,474,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,database,regional,NA,unknown,No,NA,NA,NA,functional dendrogram,Rao's quadratic entropy,functional diversity,alpha diversity,biogeography,
95,Almeida2018b,"Almeida, SM; Juen, L; Sobral, FL; Santos, MPD",2018,NA,Brazil,South America,NA,NA,Passeriformes,474,diet,diet,nominal,10,trophic,diet,NA,NA,NA,database,regional,NA,unknown,No,NA,NA,NA,functional dendrogram,mean functional trait dissimilarity,functional diversity,alpha diversity,biogeography,
96,Almeida2018b,"Almeida, SM; Juen, L; Sobral, FL; Santos, MPD",2018,NA,Brazil,South America,NA,NA,Passeriformes,474,foraging stratum,foraging stratum,nominal,7,trophic,foraging,NA,NA,NA,database,regional,NA,unknown,No,NA,NA,NA,functional dendrogram,mean functional trait dissimilarity,functional diversity,alpha diversity,biogeography,
97,Almeida2018b,"Almeida, SM; Juen, L; Sobral, FL; Santos, MPD",2018,NA,Brazil,South America,NA,NA,Passeriformes,474,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,database,regional,NA,unknown,No,NA,NA,NA,functional dendrogram,mean functional trait dissimilarity,functional diversity,alpha diversity,biogeography,
98,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,diet,diet,nominal,10,trophic,diet,NA,NA,NA,database,local,1 season,1 season,No,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
99,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,foraging stratum,foraging stratum,nominal,6,trophic,foraging,NA,NA,NA,database,local,1 season,1 season,No,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
100,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,database,local,1 season,1 season,No,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
101,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,museum measurements,local,1 season,1 season,No,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
102,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,bill width,bill width,continuous,1,morphology,bill,NA,NA,NA,museum measurements,local,1 season,1 season,No,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
103,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,bill height,bill height,continuous,1,morphology,bill,NA,NA,NA,museum measurements,local,1 season,1 season,No,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
104,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,tarsus length,tarsus length,continuous,1,morphology,tarsus,NA,NA,NA,museum measurements,local,1 season,1 season,No,NA,NA,NA,functional dendrogram,functional diversity,functional diversity,alpha diversity,land-use change,
105,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,diet,diet,nominal,10,trophic,diet,NA,NA,NA,database,local,1 season,1 season,No,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
106,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,foraging stratum,foraging stratum,nominal,6,trophic,foraging,NA,NA,NA,database,local,1 season,1 season,No,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
107,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,body mass,body mass,continuous,1,morphology,body,NA,NA,NA,database,local,1 season,1 season,No,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
108,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,bill length,bill length,continuous,1,morphology,bill,NA,NA,NA,museum measurements,local,1 season,1 season,No,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
109,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,bill width,bill width,continuous,1,morphology,bill,NA,NA,NA,museum measurements,local,1 season,1 season,No,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
110,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,bill height,bill height,continuous,1,morphology,bill,NA,NA,NA,museum measurements,local,1 season,1 season,No,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
111,Almeida2016,"Almeida, SM; Silva, LC; Cardoso, MR; Cerqueira, PV; Juen, L; Santos, MPD",2016,Agropalma agroindustrial complex,Brazil,South America,-48.79,-2.61,all birds,248,tarsus length,tarsus length,continuous,1,morphology,tarsus,NA,NA,NA,museum measurements,local,1 season,1 season,No,NA,NA,NA,convex hull,functional richness,functional diversity,alpha diversity,land-use change,
112,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,diet,diet,nominal,6,trophic,diet,NA,NA,"trophic linkages in ecological networks, environmental productivity, ecological processes (predation, seed dispersal, pollination",literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,community assembly,
113,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,foraging substrate,foraging substrate,nominal,4,trophic,foraging,NA,NA,habitat associations,literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,community assembly,
114,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,nest location,nesting substrate,nominal,6,life_history,reproduction,NA,NA,"breeding site selection, species interactions (commensal networks)",literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,community assembly,
115,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,migratory status,migratory status,nominal,1,dispersal,migration,NA,NA,temporal dynamics,literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,community assembly,
116,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,elevational range,elevational range,continuous,1,NA,NA,NA,NA,resource use,literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,community assembly,
117,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,"potential fecundity, diversity of breeding strategies",literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,community assembly,
118,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,body mass,body mass,continuous,1,morphology,body,NA,NA,"thermal and energetic contraints, habitat heterogeneity",literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,functional dispersion,functional diversity,alpha diversity,community assembly,
119,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,diet,diet,nominal,6,trophic,diet,NA,NA,"trophic linkages in ecological networks, environmental productivity, ecological processes (predation, seed dispersal, pollination",literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,community-weighted mean,functional composition,NA,community assembly,
120,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,foraging substrate,foraging substrate,nominal,4,trophic,foraging,NA,NA,habitat associations,literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,community-weighted mean,functional composition,NA,community assembly,
121,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,nest location,nesting substrate,nominal,6,life_history,reproduction,NA,NA,"breeding site selection, species interactions (commensal networks)",literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,community-weighted mean,functional composition,NA,community assembly,
122,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,migratory status,migratory status,nominal,1,dispersal,migration,NA,NA,temporal dynamics,literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,community-weighted mean,functional composition,NA,community assembly,
123,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,elevational range,elevational range,continuous,1,NA,NA,NA,NA,resource use,literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,community-weighted mean,functional composition,NA,community assembly,
124,Altamirano2020,"Altamirano, TA; de Zwaan, DR; Ibarra, JT; Wilson, S; Martin, K",2020,Andean mountains,Chile,South America,-71.8,-39,all birds,74,clutch size,clutch size,continuous,1,life_history,reproduction,NA,NA,"potential fecundity, diversity of breeding strategies",literature,local,9 seasons,2-10 seasons,No,No,Yes,No,none,community-weighted mean,functional composition,NA,community assembly,
